"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,          51,      -4.992666428,      -1.790452096,      -2.374619047,      0.4846716871,      -7.592758273
          0,           0,          52,      -4.906027323,      -1.806135465,      -2.316329871,      0.5713112632,      -7.644218809
          0,           0,          53,       -5.13969228,      -1.810598275,      -2.508877439,      0.3342825524,      -7.624793341
          0,           0,          54,      -5.002374215,      -1.817723249,      -2.414944263,      0.4724651827,      -7.590847471
          0,           0,          55,      -4.922766594,      -1.831960492,      -2.362872382,      0.5517196179,      -7.639870021
          0,           0,          56,      -5.164081003,      -1.836887395,      -2.549215415,      0.3099372494,      -7.622493268
          0,           0,          57,      -5.024751231,      -1.842970563,      -2.467550001,      0.4471120483,      -7.587743726
          0,           0,          58,      -4.968820258,      -1.856500269,      -2.419581791,      0.5050643345,      -7.634881703
          0,           0,          59,      -5.178881817,      -1.861347468,      -2.588473788,       0.293271059,      -7.615787273
          0,           0,          60,      -5.083378145,      -1.867341472,      -2.524602471,      0.3879826571,      -7.613525036
          0,           0,          61,      -5.107160605,      -1.874389044,      -2.530533975,      0.3658163838,      -7.581109767
          0,           0,          62,      -5.067971536,      -1.887341285,      -2.483850411,      0.4095720636,      -7.623924452
          0,           0,          63,      -5.231595371,      -1.891041021,      -2.643344681,       0.239350882,      -7.606852184
          0,           0,          64,      -5.178384211,      -1.897432762,      -2.570954128,      0.2974494276,      -7.572115706
          0,           0,          65,      -5.112208142,      -1.909753339,      -2.508723183,      0.3669756024,      -7.613479004
          0,           0,          66,      -5.294378358,      -1.912885267,      -2.684315405,      0.1779455538,      -7.594876159
          0,           0,          67,      -5.205718775,       -1.91887272,      -2.595641022,      0.2711214507,      -7.562822441
          0,           0,          68,      -5.122818416,      -1.930189899,       -2.54168288,      0.3536249979,      -7.599974732
          0,           0,          69,       -5.34160906,      -1.933453685,       -2.72507429,      0.1319529121,      -7.583359426
          0,           0,          70,      -5.213136913,      -1.938650782,      -2.638379457,      0.2604248841,      -7.550660859
          0,           0,          71,      -5.145528507,       -1.94918421,      -2.596686326,       0.328037086,      -7.585718258
          0,           0,          72,      -5.360514387,      -1.952704521,      -2.768466081,      0.1114691043,      -7.567491224
          0,           0,          73,      -5.248097702,      -1.957440417,      -2.702905698,      0.2223449741,      -7.535026645
          0,           0,          74,       -5.20437262,       -1.96755285,      -2.663773944,      0.2688897349,       -7.56679276
          0,           0,          75,      -5.380876808,      -1.970885577,      -2.815316032,     0.08853160324,      -7.549933268
          0,           0,          76,      -5.315764335,      -1.975640573,      -2.762381741,      0.1546574024,       -7.52020295
          0,           0,          77,      -5.277484737,      -1.985410824,      -2.712220794,      0.1982215922,      -7.547136331
          0,           0,          78,      -5.424463688,      -1.988256264,      -2.861252691,     0.04381991494,      -7.531668706
          0,           0,          79,      -5.379620482,       -1.99302765,      -2.795326334,     0.09368477548,      -7.499120844
          0,           0,          80,      -5.320335764,      -2.002274869,      -2.741187947,      0.1564253364,      -7.525595616
          0,           0,          81,      -5.483526893,      -2.004811932,      -2.907151404,    -0.01471888509,      -7.507926518
          0,           0,          82,      -5.407517795,      -2.009237507,      -2.826287833,       0.066304237,      -7.478939401
          0,           0,          83,      -5.337648341,      -2.017849035,      -2.783170681,      0.1365649783,      -7.500008817
          0,           0,          84,      -5.529396553,      -2.020375185,      -2.957717142,    -0.06040987631,      -7.485225758
          0,           0,          85,      -5.425941228,       -2.02429599,      -2.883880001,     0.04471384306,      -7.456916328
          0,           0,          86,      -5.370911425,      -2.032369923,      -2.853251388,      0.1003234301,      -7.440845487
          0,           0,          87,      -5.398903775,      -2.040459433,      -2.883451206,     0.07208885935,      -7.427388227
          0,           0,          88,      -5.424082632,      -2.048101874,      -2.913063144,     0.04661676363,      -7.442569096
          0,           0,          89,      -5.572381618,       -2.05027344,      -3.059790478,     -0.1068780358,      -7.428079768
          0,           0,          90,      -5.520585347,       -2.05366372,      -3.014607453,    -0.05351312072,      -7.403453828
          0,           0,          91,      -5.487416171,      -2.060736761,      -2.971444782,      -0.016279592,      -7.414065131
          0,           0,          92,      -5.608491401,      -2.062776803,      -3.111275969,     -0.1448382997,      -7.401606556
          0,           0,          93,      -5.575012899,      -2.066050921,       -3.05236131,     -0.1070746241,      -7.372193604
          0,           0,          94,       -5.52536471,      -2.072554005,      -3.001766143,    -0.05408235743,      -7.383618173
          0,           0,          95,      -5.652748428,       -2.07438703,      -3.158970411,     -0.1899721471,      -7.369101657
          0,           0,          96,      -5.599222976,      -2.077367986,      -3.084417723,     -0.1315327357,      -7.346746319
          0,           0,          97,      -5.540999363,      -2.083249542,      -3.046061458,    -0.07200312151,      -7.353303707
          0,           0,          98,      -5.685055156,      -2.085021493,      -3.210100772,     -0.2232081344,      -7.342592453
          0,           0,          99,      -5.614754497,      -2.087650443,       -3.14441035,     -0.1499276105,      -7.316017802
          0,           0,         100,      -5.566736755,      -2.092965929,        -3.1202216,     -0.1006035188,      -7.300375305
          0,           0,         101,      -5.587308297,      -2.098244611,      -3.148086254,     -0.1218433465,      -7.286336317
          0,           0,         102,      -5.604632481,      -2.103165332,      -3.178516942,     -0.1399768341,      -7.289447383
          0,           0,         103,        -5.7137888,      -2.104659863,      -3.310785214,     -0.2550173198,      -7.279975235
          0,           0,         104,      -5.678930874,      -2.106745544,      -3.280248939,     -0.2186369097,      -7.254585372
          0,           0,         105,      -5.644780504,      -2.111095722,      -3.241148794,     -0.1808134854,      -7.257725928
          0,           0,         106,      -5.733818746,       -2.11252708,      -3.363804373,     -0.2763087765,       -7.24728471
          0,           0,         107,      -5.710465272,      -2.114493645,      -3.317429256,     -0.2501449395,      -7.229930401
          0,           0,         108,      -5.669192482,      -2.118570952,      -3.271366767,     -0.2058902277,      -7.231313711
          0,           0,         109,      -5.757998544,      -2.119895193,      -3.415197357,     -0.3015171304,      -7.220360228
          0,           0,         110,      -5.726822201,      -2.121718312,      -3.354636267,     -0.2670963582,      -7.198839063
          0,           0,         111,      -5.683232824,      -2.125573008,      -3.319580179,     -0.2219022863,      -7.200172353
          0,           0,         112,      -5.775937883,      -2.126834965,      -3.473866417,      -0.320297763,      -7.191773097
          0,           0,         113,      -5.738851845,      -2.128541292,      -3.421467066,     -0.2808107138,      -7.173823975
          0,           0,         114,      -5.702403991,      -2.132264643,      -3.398606331,     -0.2435241093,      -7.175795163
          0,           0,         115,      -5.786933861,      -2.133482886,      -3.542846695,     -0.3322287537,      -7.163080321
          0,           0,         116,       -5.75746603,      -2.135128277,      -3.512336417,     -0.3013984458,      -7.147502867
          0,           0,         117,      -5.728833926,      -2.138804893,       -3.48609847,     -0.2719439938,      -7.147627364
          0,           0,         118,      -5.797423198,      -2.139985819,      -3.612812097,     -0.3435934728,      -7.140460064
          0,           0,         119,      -5.778615972,      -2.141631385,      -3.586194914,     -0.3236545754,      -7.121831191
          0,           0,         120,      -5.751375162,      -2.145300458,      -3.543829714,     -0.2954446188,      -7.121485028
          0,           0,         121,      -5.810249312,      -2.146453967,      -3.673771962,     -0.3570003859,      -7.113682085
          0,           0,         122,      -5.794235161,      -2.148117949,      -3.628231292,     -0.3395430357,      -7.100117935
          0,           0,         123,      -5.764608248,      -2.151796602,       -3.58550503,      -0.309073262,       -7.09952702
          0,           0,         124,      -5.823033338,       -2.15294531,      -3.731160611,     -0.3700542026,      -7.089721504
          0,           0,         125,      -5.804268247,      -2.154621188,      -3.678610135,     -0.3498346865,      -7.074876688
          0,           0,         126,      -5.774057931,      -2.158327741,       -3.64998628,     -0.3189129589,      -7.073887767
          0,           0,         127,      -5.833101942,      -2.159491512,      -3.794674278,     -0.3801789998,      -7.067406455
          0,           0,         128,      -5.813816167,      -2.161187744,      -3.761919051,     -0.3598509708,      -7.052384985
          0,           0,         129,      -5.785290662,      -2.164937542,      -3.740915099,       -0.33042418,      -7.051076047
          0,           0,         130,      -5.841127633,      -2.166117138,      -3.861935579,     -0.3881180509,        -7.0438699
          0,           0,         131,      -5.825094767,      -2.167840635,      -3.858092588,     -0.3714101638,      -7.031584438
          0,           0,         132,      -5.797863786,      -2.171640993,      -3.820237834,     -0.3429063698,      -7.030157068
          0,           0,         133,      -5.849268887,      -2.172828043,      -3.921633524,     -0.3960347068,      -7.023055301
          0,           0,         134,      -5.836525617,      -2.174580473,      -3.922118652,     -0.3826716787,      -7.009229338
          0,           0,         135,      -5.809171398,      -2.178428439,      -3.859040129,     -0.3538488517,      -7.007376175
          0,           0,         136,      -5.858285738,      -2.179614442,      -3.972113692,     -0.4046891333,       -7.00141088
          0,           0,         137,      -5.846491994,      -2.181393861,      -3.957617699,     -0.3921875609,      -6.988828276
          0,           0,         138,      -5.818835494,       -2.18528106,       -3.88877238,     -0.3631528674,      -6.986891758
          0,           0,         139,      -5.867480426,      -2.186460743,      -4.025052725,     -0.4133974521,       -6.98018404
          0,           0,         140,      -5.855388654,      -2.188258084,      -4.007341555,     -0.4006002837,      -6.968830428
          0,           0,         141,      -5.828232998,      -2.192172194,      -3.939560468,     -0.3722545971,      -6.966609907
          0,           0,         142,       -5.87623965,      -2.193342166,      -4.088218251,     -0.4215725189,      -6.961072842
          0,           0,         143,      -5.864333989,      -2.195149302,      -4.084393559,     -0.4090424892,      -6.948577049
          0,           0,         144,       -5.83807157,      -2.199075641,      -4.004540691,     -0.3816663065,      -6.946002415
          0,           0,         145,      -5.884735664,      -2.200234363,      -4.155218912,      -0.429369242,      -6.940413719
          0,           0,         146,      -5.873648196,      -2.202047295,      -4.164972901,     -0.4176970564,      -6.929531593
          0,           0,         147,      -5.847781187,      -2.205966659,      -4.057950832,     -0.3906485252,      -6.927139013
          0,           0,         148,      -5.893334266,      -2.207112423,      -4.213379513,     -0.4371253881,      -6.920758748
          0,           0,         149,      -5.882933182,      -2.208925254,      -4.220913992,     -0.4260917237,      -6.910033667
          0,           0,         150,      -5.856645642,       -2.21282594,      -4.092844807,     -0.3984500683,      -6.907168905
          0,           0,         151,      -5.902110209,      -2.213959716,      -4.260415641,     -0.4448843797,      -6.901962366
          0,           0,         152,      -5.891884045,      -2.215764815,      -4.264039555,     -0.4339457948,      -6.891236537
          0,           0,         153,       -5.86459234,      -2.219630952,      -4.127110001,     -0.4050547117,      -6.888187306
          0,           0,         154,      -5.910899285,      -2.220755668,       -4.30426029,      -0.452455664,      -6.882801966
          0,           0,         155,      -5.900600536,      -2.222549891,      -4.321939329,     -0.4413711958,      -6.872779643
          0,           0,         156,      -5.872007511,      -2.226370654,      -4.169174527,     -0.4108883566,      -6.869667146
          0,           0,         157,       -5.91957994,      -2.227485645,      -4.345934933,     -0.4597091704,      -6.864579026
          0,           0,         158,      -5.909290905,      -2.229261647,      -4.397353001,     -0.4485590329,      -6.854256166
          0,           0,         159,      -5.879221235,      -2.233033065,      -4.207076251,     -0.4162673394,      -6.850915301
          0,           0,         160,      -5.928239614,      -2.234140447,      -4.374739158,     -0.4666731212,       -6.84593176
          0,           0,         161,      -5.918099712,      -2.235897473,      -4.462415878,     -0.4555792389,      -6.836304714
          0,           0,         162,      -5.886348612,      -2.239610037,      -4.223421462,     -0.4213058387,      -6.832983671
          0,           0,         163,      -5.936986255,      -2.240706952,      -4.383670586,     -0.4734165018,      -6.827886597
          0,           0,         164,      -5.927017283,      -2.242443383,      -4.487275377,     -0.4623620891,      -6.818160502
          0,           0,         165,      -5.893419573,      -2.246103224,      -4.216976016,     -0.4259984879,      -6.814639486
          0,           0,         166,      -5.945964229,      -2.247189114,      -4.378500609,     -0.4800018557,       -6.80985993
          0,           0,         167,      -5.936041982,       -2.24890262,      -4.477736275,     -0.4688500857,      -6.800520244
          0,           0,         168,      -5.900444408,      -2.252501892,      -4.199809833,     -0.4303418597,      -6.796997377
          0,           0,         169,      -5.955214695,      -2.253575544,       -4.36852599,     -0.4864073139,      -6.792051909
          0,           0,         170,      -5.945196462,      -2.255268933,      -4.454561294,     -0.4749975119,      -6.782803151
          0,           0,         171,      -5.907484782,      -2.258816086,      -4.180327254,     -0.4343296331,      -6.779151637
          0,           0,         172,      -5.964800849,      -2.259876553,      -4.357884273,     -0.4926370538,      -6.774527452
          0,           0,         173,      -5.954552384,      -2.261545793,      -4.429843883,     -0.4808441778,      -6.765451295
          0,           0,         174,        -5.9145476,      -2.265035172,       -4.16392617,     -0.4379462848,      -6.761764154
          0,           0,         175,      -5.974765459,      -2.266084824,      -4.349462265,     -0.4986868494,      -6.757038439
          0,           0,         176,      -5.964210907,      -2.267735329,      -4.411700529,     -0.4864399135,      -6.748091826
          0,           0,         177,      -5.921633228,      -2.271172965,      -4.153861354,     -0.4411722256,      -6.744338315
          0,           0,         178,      -5.985134527,      -2.272211897,      -4.346111497,     -0.5046121261,      -6.739838838
          0,           0,         179,      -5.974185844,      -2.273839209,      -4.407306765,     -0.4918620565,      -6.730990614
          0,           0,         180,      -5.928579658,      -2.277220907,      -4.152087439,     -0.4439319377,      -6.727161972
          0,           0,         181,      -5.995869137,      -2.278254199,      -4.348548683,     -0.5104002246,      -6.722655321
          0,           0,         182,      -5.984418583,      -2.279864428,      -4.417727932,     -0.4970911363,      -6.713946276
          0,           0,         183,      -5.935191085,      -2.283193514,      -4.156139978,     -0.4461569407,      -6.710112492
          0,           0,         184,      -6.006755703,      -2.284221814,      -4.352933155,     -0.5160292747,      -6.705719582
          0,           0,         185,      -5.994640415,      -2.285810265,      -4.437346086,     -0.5021003442,      -6.697070311
          0,           0,         186,      -5.941120584,      -2.289083938,      -4.160684699,     -0.4477577522,      -6.693169622
          0,           0,         187,      -6.017530981,      -2.290112466,      -4.353009494,      -0.521393775,      -6.688805688
          0,           0,         188,      -6.004594883,      -2.291685226,      -4.454187586,     -0.5068013645,      -6.680298846
          0,           0,         189,      -5.946148662,      -2.294906951,      -4.159263813,     -0.4487893547,      -6.676406496
          0,           0,         190,      -6.027743404,       -2.29593474,      -4.344398848,     -0.5264751117,      -6.672110036
          0,           0,         191,      -6.013819889,      -2.297487125,      -4.455423591,     -0.5112031596,      -6.663651412
          0,           0,         192,      -5.949931364,      -2.300655186,      -4.148318318,     -0.4493003154,      -6.659691013
          0,           0,         193,      -6.037032244,      -2.301684941,      -4.327336067,     -0.5312227645,      -6.655435268
          0,           0,         194,      -6.021955509,      -2.303222846,      -4.434775669,     -0.5152381218,      -6.647108054
          0,           0,         195,      -5.952303779,      -2.306342211,       -4.12852222,     -0.4494324037,      -6.643183741
          0,           0,         196,      -6.044836337,      -2.307370855,      -4.305336623,     -0.5357154506,      -6.638982971
          0,           0,         197,      -6.028426009,      -2.308889456,      -4.398732983,     -0.5189700675,      -6.630716273
          0,           0,         198,      -5.952985398,      -2.311956892,      -4.104381986,     -0.4492568547,      -6.626735268
          0,           0,         199,      -6.050896098,      -2.312985242,      -4.283125013,     -0.5399436179,      -6.622569848
          0,           0,         200,      -6.033005078,      -2.314489738,       -4.35972731,     -0.5223443719,      -6.614417492
          0,           0,         201,      -5.952004289,      -2.317511112,      -4.080981018,     -0.4488332319,      -6.610497777
          0,           0,         202,      -6.054875726,      -2.318536765,      -4.263837523,      -0.544009707,      -6.606396284
          0,           0,         203,       -6.03548601,      -2.320022536,       -4.32740604,     -0.5255122768,      -6.598325822
          0,           0,         204,      -5.949411638,      -2.322991314,      -4.061705921,     -0.4482095104,      -6.594378158
          0,           0,         205,      -6.057022804,      -2.324015363,      -4.249389609,     -0.5478795523,      -6.590304728
          0,           0,         206,      -6.036198679,      -2.325487086,      -4.304592881,     -0.5284114806,      -6.582329874
          0,           0,         207,      -5.945518523,      -2.328411258,      -4.046902826,     -0.4472501767,      -6.578457882
          0,           0,         208,      -6.057512622,      -2.329434509,      -4.238333999,     -0.5515866766,      -6.574458808
          0,           0,         209,      -6.035428798,      -2.330889532,      -4.289531428,     -0.5311386717,       -6.56660299
          0,           0,         210,      -5.940616268,      -2.333761153,      -4.035012564,     -0.4459457401,      -6.562773537
          0,           0,         211,      -6.056970897,      -2.334785134,      -4.228984789,     -0.5550339625,      -6.558804199
          0,           0,         212,      -6.033758468,      -2.336227671,      -4.277636667,     -0.5335322926,      -6.551028168
          0,           0,         213,      -5.935061919,      -2.339059004,       -4.02321086,     -0.4440505619,      -6.547266669
          0,           0,         214,      -6.055746547,      -2.340087628,      -4.218058104,     -0.5581711414,      -6.543372472
          0,           0,         215,      -6.031512028,       -2.34151904,      -4.264357389,     -0.5355906804,       -6.53575046
          0,           0,         216,      -5.929120803,      -2.344304609,      -4.009399842,     -0.4416320283,      -6.532141988
          0,           0,         217,      -6.054182984,      -2.345338066,      -4.204434071,     -0.5609219091,      -6.529972909
          0,           0,         218,      -6.074570031,      -2.346060913,       -4.28909521,     -0.5770532574,       -6.52613242
          0,           0,         219,      -6.029821492,      -2.347531429,      -4.222095029,     -0.5377455918,      -6.518599397
          0,           0,         220,      -5.923216758,       -2.35030377,      -3.972112076,     -0.4389756352,      -6.515058027
          0,           0,         221,      -6.052895379,      -2.351351769,      -4.189664749,     -0.5638527254,      -6.512947795
          0,           0,         222,      -6.074478577,       -2.35207313,      -4.271030243,     -0.5812052656,      -6.509188925
          0,           0,         223,      -6.026862862,      -2.353530868,      -4.186457858,     -0.5385367739,      -6.501830269
          0,           0,         224,      -5.916457458,      -2.356253752,      -3.949006796,     -0.4346349693,      -6.498540657
          0,           0,         225,      -6.051593919,      -2.357321301,      -4.169515423,     -0.5661756011,      -6.496487179
          0,           0,         226,      -6.074631178,      -2.358042116,      -4.249158351,     -0.5851254453,      -6.492791694
          0,           0,         227,      -6.025233667,      -2.359501094,      -4.163651762,     -0.5401439714,      -6.485538175
          0,           0,         228,      -5.911174862,      -2.362205572,      -3.931396926,     -0.4313765839,      -6.482351668
          0,           0,         229,      -6.050859303,      -2.363286273,      -4.152724116,     -0.5684016414,      -6.480352004
          0,           0,         230,      -6.075440947,      -2.364012685,      -4.230098571,     -0.5890340043,      -6.476731316
          0,           0,         231,      -6.023527973,      -2.365477837,      -4.137253718,     -0.5410038226,       -6.47445573
          0,           0,         232,      -6.071113066,      -2.366316126,      -4.227614675,     -0.5862121177,       -6.47251236
          0,           0,         233,      -6.080032939,      -2.367100013,      -4.254650491,     -0.5939048705,      -6.468950554
          0,           0,         234,      -6.025879649,      -2.368607429,      -4.110247251,     -0.5441323753,      -6.466757968
          0,           0,         235,      -6.072111151,      -2.369445882,       -4.22343985,     -0.5882451997,      -6.464846901
          0,           0,         236,      -6.080404108,      -2.370226484,       -4.24176767,     -0.5953354938,      -6.461308152
          0,           0,         237,      -6.024022771,      -2.371710104,      -4.079595917,     -0.5425501114,      -6.459143913
          0,           0,         238,      -6.072539649,      -2.372553638,      -4.201046399,     -0.5893086264,      -6.457246068
          0,           0,         239,      -6.081139327,      -2.373328845,      -4.220459308,     -0.5966629991,      -6.455352406
          0,           0,         240,      -6.081975084,      -2.374111692,      -4.217584621,     -0.5973110406,      -6.453465787
          0,           0,         241,      -6.082791151,       -2.37490251,      -4.218605081,     -0.5981127374,       -6.45158808
          0,           0,         242,      -6.083854198,      -2.375698608,      -4.223679034,     -0.5992251796,      -6.449721208
          0,           0,         243,      -6.084765551,      -2.376496871,      -4.229484945,     -0.6002464522,      -6.447867265
          0,           0,         244,      -6.085502027,      -2.377295024,      -4.234290411,     -0.6011247834,      -6.446027852
          0,           0,         245,      -6.086151516,      -2.378091786,      -4.237369405,     -0.6019171591,      -6.444204354
          0,           0,         246,      -6.086754488,      -2.378886614,       -4.23854185,     -0.6026474034,      -6.442397111
          0,           0,         247,      -6.087309597,      -2.379679432,      -4.238110528,      -0.603310769,      -6.440605957
          0,           0,         248,      -6.087812316,      -2.380470424,      -4.236732036,     -0.6039059378,      -6.438829722
          0,           0,         249,        -6.0882719,      -2.381259912,      -4.235158927,     -0.6044469697,      -6.437066857
          0,           0,         250,      -6.088709448,      -2.382048312,      -4.234014892,     -0.6049591026,      -6.435315342
          0,           0,         251,      -6.089150616,      -2.382836117,      -4.233678976,     -0.6054709092,      -6.433572903
          0,           0,         252,      -6.089619136,      -2.383623867,      -4.234259128,     -0.6060081078,       -6.43183365
          0,           0,         253,      -6.090131894,      -2.384412091,      -4.235620647,     -0.6065891062,      -6.430100615
          0,           0,         254,      -6.090695542,      -2.385201239,      -4.237448113,      -0.607221784,      -6.428372938
          0,           0,         255,      -6.091305149,      -2.385991609,      -4.239326641,      -0.607901981,      -6.426649964
          0,           0,         256,      -6.091945432,       -2.38678332,      -4.240829761,     -0.6086144655,      -6.424932056
          0,           0,         257,      -6.092594393,      -2.387576311,      -4.241600867,     -0.6093364763,      -6.423220511
          0,           0,         258,       -6.09322843,      -2.388370396,      -4.241414702,      -0.610042985,      -6.421517303
          0,           0,         259,      -6.093827516,      -2.389165329,       -4.24020745,     -0.6107122235,      -6.419824694
          0,           0,         260,      -6.094379135,      -2.389960885,      -4.238070648,     -0.6113300234,      -6.418145368
          0,           0,         261,      -6.094880128,      -2.390756911,      -4.235213746,     -0.6118920024,      -6.416481656
          0,           0,         262,      -6.095336274,      -2.391553368,      -4.231908309,     -0.6124033365,      -6.414835659
          0,           0,         263,      -6.095760027,      -2.392350332,      -4.228429949,     -0.6128765084,      -6.413208661
          0,           0,         264,      -6.096167196,      -2.393147978,      -4.225011428,     -0.6133278563,      -6.411601503
          0,           0,         265,      -6.096573498,      -2.393946546,      -4.221814292,      -0.613773889,      -6.410013858
          0,           0,         266,      -6.096991745,        -2.3947463,      -4.218920064,     -0.6142282048,      -6.408444878
          0,           0,         267,      -6.097430122,      -2.395547497,      -4.216337473,     -0.6146995493,      -6.406892934
          0,           0,         268,      -6.097891687,      -2.396350356,      -4.214020109,     -0.6151911836,      -6.405355865
          0,           0,         269,      -6.098374929,      -2.397155048,      -4.211888664,     -0.6157014156,      -6.403831514
          0,           0,         270,      -6.098875033,      -2.397961689,      -4.209852892,     -0.6162249436,      -6.402315104
          0,           0,         271,      -6.099385461,      -2.398770348,      -4.207829822,      -0.616754576,      -6.400807748
          0,           0,         272,      -6.099899482,      -2.399581057,      -4.205756259,     -0.6172829227,      -6.399308195
          0,           0,         273,      -6.100411384,      -2.400393824,      -4.203594995,     -0.6178037508,      -6.397815743
          0,           0,         274,      -6.100917241,      -2.401208642,       -4.20133521,     -0.6183128413,      -6.396330469
          0,           0,         275,      -6.101415196,      -2.402025505,      -4.198988349,     -0.6188083081,      -6.394853432
          0,           0,         276,      -6.101905327,      -2.402844411,      -4.196581167,     -0.6192904455,      -6.393386342
          0,           0,         277,      -6.102389213,      -2.403665369,      -4.194147687,     -0.6197612342,      -6.391931426
