"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,          70,      -5.272745458,      -1.905501208,      -2.716336756,      0.1806604781,      -5.838976856
          0,           0,          71,      -5.176089164,      -1.911220252,      -2.626177834,      0.2871287818,      -5.836392012
          0,           0,          72,      -5.297364398,      -1.914204202,      -2.754652178,      0.1542562573,      -5.832273421
          0,           0,          73,      -5.193001182,      -1.919602533,      -2.670916877,      0.2682530456,      -5.829510405
          0,           0,          74,      -5.319865458,      -1.922635168,      -2.799523247,      0.1293451203,      -5.825431076
          0,           0,          75,      -5.220219425,      -1.927782527,       -2.72783305,      0.2383688932,      -5.822922199
          0,           0,          76,      -5.341510512,      -1.930812154,      -2.846614103,      0.1050019293,      -5.818970142
          0,           0,          77,       -5.25631131,      -1.935840424,      -2.787234639,      0.1994704042,      -5.816310455
          0,           0,          78,      -5.363112892,      -1.938800729,      -2.888907726,     0.08097379642,      -5.812336194
          0,           0,          79,      -5.294624936,       -1.94378092,      -2.833876033,      0.1590229687,      -5.809872912
          0,           0,          80,      -5.384562358,      -1.946617771,      -2.920865022,     0.05782795601,      -5.806073104
          0,           0,          81,      -5.326137154,       -1.95158843,      -2.858515921,      0.1268169787,      -5.803554122
          0,           0,          82,      -5.405188619,       -1.95429771,      -2.943264708,     0.03637332269,      -5.799685686
          0,           0,          83,      -5.345579934,      -1.959226415,      -2.868406465,      0.1079936672,      -5.797232733
          0,           0,          84,       -5.42425295,        -1.9618228,      -2.962605423,     0.01707325258,      -5.793553519
          0,           0,          85,      -5.355641788,      -1.966668151,      -2.878870461,      0.0987689692,      -5.791204323
          0,           0,          86,      -5.441515706,      -1.969193559,      -2.985971246,  -0.0003029662448,      -5.787465828
          0,           0,          87,      -5.363854586,      -1.973924974,      -2.900624721,     0.09066208554,      -5.785015847
          0,           0,          88,      -5.457408881,       -1.97639951,      -3.017277021,    -0.01657490545,      -5.781410862
          0,           0,          89,      -5.376404917,      -1.981009098,      -2.936761066,     0.07727478766,      -5.779211061
          0,           0,          90,       -5.47277441,      -1.983447293,      -3.056467174,    -0.03268242236,      -5.775633338
          0,           0,          91,      -5.395372959,      -1.987965956,      -2.984022507,     0.05686285649,      -5.773244683
          0,           0,          92,      -5.488492156,      -1.990361112,      -3.100259196,    -0.04931282849,      -5.769680561
          0,           0,          93,      -5.418953672,      -1.994808189,      -3.034328412,      0.0318019029,      -5.767541476
          0,           0,          94,      -5.504994718,      -1.997152491,      -3.143974141,    -0.06662297629,      -5.764120545
          0,           0,          95,      -5.443065697,      -2.001555937,      -3.078437508,     0.00679346205,      -5.761899658
          0,           0,          96,      -5.522288258,      -2.003850901,      -3.184452882,    -0.08432762019,      -5.758397327
          0,           0,          97,      -5.463841896,      -2.008205088,      -3.112805603,    -0.01393031586,      -5.756226176
          0,           0,          98,      -5.539911251,      -2.010454515,      -3.222486562,     -0.1018722276,      -5.752895847
          0,           0,          99,      -5.479822158,      -2.014748871,      -3.143058314,    -0.02907594344,      -5.750889202
          0,           0,         100,      -5.557303134,      -2.016972219,      -3.262291098,     -0.1186436268,      -5.747519081
          0,           0,         101,      -5.492570201,      -2.021194177,      -3.179092944,    -0.04061709339,      -5.745345633
          0,           0,         102,      -5.573932921,      -2.023402089,      -3.308421912,     -0.1341474722,      -5.742027748
          0,           0,         103,      -5.504693558,      -2.027538655,      -3.228455089,    -0.05152577527,       -5.74012521
          0,           0,         104,      -5.589376557,      -2.029741225,      -3.362552244,     -0.1479157175,      -5.736918203
          0,           0,         105,      -5.517950551,      -2.033804514,      -3.292773557,    -0.06344031125,      -5.734906297
          0,           0,         106,       -5.60347534,      -2.036003816,      -3.420811925,     -0.1596144759,      -5.731616761
          0,           0,         107,      -5.532183216,      -2.040001489,      -3.364339631,    -0.07594200863,      -5.729664285
          0,           0,         108,      -5.615987417,      -2.042189446,      -3.472292637,     -0.1689625072,      -5.726536808
          0,           0,         109,      -5.545736575,      -2.046140022,      -3.422419044,    -0.08702982879,      -5.724766483
          0,           0,         110,      -5.626985393,      -2.048314052,      -3.502974148,     -0.1758690433,      -5.721611707
          0,           0,         111,      -5.556825894,      -2.052231814,      -3.443489316,    -0.09482497797,      -5.719667087
          0,           0,         112,      -5.636453519,      -2.054383496,      -3.507944228,     -0.1805918698,      -5.716527733
          0,           0,         113,      -5.564476027,      -2.058270413,       -3.42907199,    -0.09870004797,      -5.714830002
          0,           0,         114,      -5.644699098,      -2.060398638,      -3.496781846,       -0.18361404,      -5.711833069
          0,           0,         115,      -5.569428413,      -2.064262773,      -3.402361843,    -0.09967260849,      -5.710122315
          0,           0,         116,      -5.652246581,       -2.06636969,      -3.482924212,     -0.1857476157,      -5.707038886
          0,           0,         117,      -5.573167346,      -2.070207318,      -3.380889197,    -0.09964515839,      -5.705278972
          0,           0,         118,      -5.659535917,      -2.072292211,      -3.474678834,     -0.1877389708,      -5.702312263
          0,           0,         119,      -5.577186967,      -2.076104369,      -3.370386542,     -0.1000996928,      -5.700823337
          0,           0,         120,       -5.66727238,      -2.078173571,      -3.474695103,     -0.1901671208,      -5.697917684
          0,           0,         121,      -5.582385031,      -2.081965308,      -3.370139756,     -0.1018410286,      -5.696298322
          0,           0,         122,      -5.675658828,      -2.084020253,      -3.482457459,     -0.1933964214,      -5.693330327
          0,           0,         123,      -5.588645814,       -2.08778996,      -3.377256708,     -0.1047817499,      -5.691819504
          0,           0,         124,       -5.68481352,       -2.08983337,      -3.496182811,     -0.1974012217,      -5.689011537
          0,           0,         125,      -5.595603964,        -2.0935872,      -3.388900241,     -0.1083907578,      -5.687699405
          0,           0,         126,      -5.694673717,      -2.095624998,      -3.513912726,     -0.2020492869,      -5.684882044
          0,           0,         127,      -5.602614919,      -2.099363885,      -3.403301768,     -0.1122306462,      -5.683425728
          0,           0,         128,      -5.704640215,      -2.101396932,      -3.534074473,     -0.2070579065,       -5.68060137
          0,           0,         129,      -5.609107334,      -2.105118938,      -3.419664433,     -0.1159003826,      -5.679362717
          0,           0,         130,      -5.714292536,      -2.107151619,      -3.555142798,     -0.2120561385,      -5.676699708
          0,           0,         131,      -5.614854313,      -2.110859948,      -3.437199241,     -0.1192802414,      -5.675581963
          0,           0,         132,      -5.722914054,       -2.11289468,      -3.575132793,     -0.2167734808,      -5.672878284
          0,           0,         133,      -5.619485434,      -2.116586327,      -3.454023913,     -0.1223280757,      -5.671664966
          0,           0,         134,      -5.729759925,      -2.118621349,      -3.591146837,     -0.2208985458,      -5.669009342
          0,           0,         135,       -5.62275011,      -2.122295782,      -3.466756104,     -0.1248526968,      -5.668076684
          0,           0,         136,      -5.734490607,      -2.124331955,      -3.599793451,     -0.2242050706,      -5.665575303
          0,           0,         137,      -5.624465557,      -2.127992015,      -3.471696086,      -0.126703325,      -5.664726891
          0,           0,         138,      -5.736872345,      -2.130027124,      -3.598989295,     -0.2266259283,      -5.662188205
          0,           0,         139,      -5.624519283,      -2.133671405,      -3.467027686,     -0.1277327858,      -5.661312458
          0,           0,         140,      -5.737154308,      -2.135702428,      -3.589377208,     -0.2281753584,        -5.6588643
          0,           0,         141,      -5.623134748,      -2.139333628,       -3.45415298,      -0.127895819,      -5.658307041
          0,           0,         142,      -5.735937028,      -2.141361381,      -3.574102643,     -0.2290154789,      -5.656011978
          0,           0,         143,      -5.620725977,      -2.144984662,      -3.436787215,     -0.1273590534,      -5.655543314
          0,           0,         144,      -5.733788281,      -2.147009186,      -3.557094215,     -0.2294070543,      -5.653226868
          0,           0,         145,      -5.617745558,      -2.150627208,      -3.418742312,     -0.1263803266,      -5.652783652
          0,           0,         146,      -5.731278123,      -2.152649481,      -3.541383015,     -0.2295956138,      -5.650575914
          0,           0,         147,      -5.614650384,      -2.156268664,      -3.402566531,     -0.1252185014,      -5.650468858
          0,           0,         148,      -5.728896578,      -2.158293131,      -3.528591311,     -0.2297883882,      -5.648414907
          0,           0,         149,      -5.611756468,      -2.161921717,      -3.389381627,     -0.1240804837,      -5.648422707
          0,           0,         150,      -5.726844531,      -2.163952178,      -3.519117312,     -0.2301236511,       -5.64635932
          0,           0,         151,      -5.609151345,      -2.167595643,      -3.379227589,     -0.1230613821,      -5.646413901
          0,           0,         152,      -5.725148046,      -2.169635668,       -3.51254835,     -0.2306379639,       -5.64445234
          0,           0,         153,      -5.606824056,      -2.173300784,      -3.371551844,     -0.1221563514,      -5.644843182
          0,           0,         154,      -5.723802181,       -2.17535552,      -3.508063495,      -0.231300601,      -5.643039923
          0,           0,         155,      -5.604716607,      -2.179049362,      -3.365558571,      -0.121312996,      -5.643593096
          0,           0,         156,       -5.72270758,      -2.181122735,      -3.504686817,     -0.2320404939,      -5.641796338
          0,           0,         157,      -5.602701896,      -2.184849349,      -3.360381527,     -0.1204437636,      -5.642403104
          0,           0,         158,      -5.721701622,      -2.186944133,      -3.501467936,     -0.2327471669,      -5.640689128
          0,           0,         159,      -5.600656883,      -2.190707633,      -3.355211923,     -0.1194484535,      -5.641619746
          0,           0,         160,       -5.72066256,      -2.192827158,      -3.497607041,     -0.2333054889,      -5.640074928
          0,           0,         161,      -5.598499592,      -2.196632289,      -3.349393683,     -0.1182458936,      -5.641242064
          0,           0,         162,       -5.71949666,       -2.19877914,      -3.492548398,     -0.2336237357,      -5.639736163
          0,           0,         163,      -5.596157923,      -2.202629054,      -3.342500944,     -0.1167733492,      -5.640975295
          0,           0,         164,      -5.718122745,      -2.204804951,      -3.486064065,     -0.2336376854,      -5.639528951
          0,           0,         165,      -5.593590957,       -2.20870294,      -3.334414822,     -0.1149991809,       -5.64105758
          0,           0,         166,      -5.716522215,      -2.210910136,      -3.478273734,     -0.2333314296,      -5.639782921
          0,           0,         167,      -5.590817018,      -2.214860625,      -3.325326271,     -0.1129436909,      -5.641630092
          0,           0,         168,      -5.714738533,      -2.217101478,      -3.469565592,     -0.2327460323,      -5.640443061
          0,           0,         169,      -5.587889126,      -2.221108001,      -3.315631154,     -0.1106666007,      -5.642415813
          0,           0,         170,      -5.712836044,      -2.223384378,      -3.460455165,     -0.2319556538,      -5.641271948
          0,           0,         171,       -5.58487512,      -2.227449935,      -3.305793797,     -0.1082467838,      -5.643476976
          0,           0,         172,      -5.710894257,      -2.229763974,      -3.451442413,     -0.2310486773,      -5.642482398
          0,           0,         173,      -5.581856176,      -2.233892112,      -3.296227338,     -0.1057728799,      -5.645056068
          0,           0,         174,      -5.708999742,      -2.236246397,      -3.442899032,     -0.2301149845,      -5.644201758
          0,           0,         175,      -5.578905241,      -2.240440162,      -3.287205563,     -0.1033231204,      -5.647004361
          0,           0,         176,      -5.707215003,      -2.242836993,      -3.435016752,     -0.2292232094,      -5.646206629
          0,           0,         177,       -5.57606322,       -2.24709861,      -3.278837755,     -0.1009445194,      -5.649199275
          0,           0,         178,      -5.705567518,      -2.249540175,      -3.427821182,     -0.2284081718,      -5.648505542
          0,           0,         179,      -5.573346315,      -2.253871816,      -3.271100008,    -0.09865756191,      -5.651842351
          0,           0,         180,      -5.704061873,       -2.25636062,      -3.421211714,     -0.2276786139,       -5.65131196
          0,           0,         181,      -5.570756197,      -2.260764543,      -3.263877274,    -0.09646578239,      -5.654992064
          0,           0,         182,      -5.702686256,      -2.263303041,      -3.415009523,     -0.2270253335,      -5.654569745
          0,           0,         183,      -5.568280339,       -2.26778097,      -3.257004439,    -0.09435793461,      -5.658477116
          0,           0,         184,      -5.701413505,      -2.270371347,      -3.409013803,     -0.2264249347,      -5.658128337
          0,           0,         185,      -5.565901083,      -2.274924566,      -3.250317496,    -0.09231768007,      -5.662299634
          0,           0,         186,      -5.700215916,      -2.277568899,      -3.403053802,     -0.2258532105,      -5.662077604
          0,           0,         187,      -5.563610154,      -2.282198656,      -3.243696664,     -0.0903379312,         -5.666612
          0,           0,         188,      -5.699080519,        -2.2848991,      -3.397025546,     -0.2252999632,      -5.666538133
          0,           0,         189,      -5.561417276,      -2.289606378,      -3.237091203,     -0.0884294744,      -5.671403394
          0,           0,         190,      -5.698014773,      -2.292364922,      -3.390908047,     -0.2247753903,      -5.671431203
          0,           0,         191,       -5.55934776,      -2.297150168,      -3.230523777,    -0.08661919536,      -5.676550814
          0,           0,         192,      -5.697044336,      -2.299968566,      -3.384765164,     -0.2243085567,      -5.676659202
          0,           0,         193,      -5.557442415,      -2.304831666,      -3.224085305,    -0.08495019428,      -5.682055028
          0,           0,         194,      -5.696212449,      -2.307711525,      -3.378727184,     -0.2239465781,      -5.682274991
          0,           0,         195,      -5.555754901,      -2.312652025,      -3.217912347,    -0.08347915586,      -5.688007827
          0,           0,         196,      -5.695576074,       -2.31559492,      -3.372958564,     -0.2237505671,      -5.688355693
          0,           0,         197,      -5.554346568,      -2.320611968,      -3.212155421,    -0.08227050926,      -5.694416522
          0,           0,         198,       -5.69519823,      -2.323619298,      -3.367620612,     -0.2237872349,      -5.694866203
          0,           0,         199,      -5.553275792,      -2.328711537,      -3.206946137,    -0.08138526301,      -5.701200313
          0,           0,         200,      -5.695136352,      -2.331784427,      -3.362843639,     -0.2241170563,      -5.703506045
          0,           0,         201,      -5.730179464,       -2.33472115,      -3.358616809,     -0.2562527251,      -5.704065494
          0,           0,         202,      -5.556963344,       -2.34007122,        -3.1985748,    -0.08469997103,      -5.710766285
          0,           0,         203,      -5.699330908,      -2.343255997,      -3.360309897,     -0.2283243348,      -5.713238451
          0,           0,         204,      -5.732730113,      -2.346254903,       -3.35545565,     -0.2589665134,      -5.713923457
          0,           0,         205,       -5.55786384,      -2.351629476,      -3.194143032,    -0.08553778512,      -5.721019691
          0,           0,         206,      -5.702478884,      -2.354887883,      -3.357386158,     -0.2314965549,      -5.723671603
          0,           0,         207,       -5.73597425,      -2.357929472,      -3.352606142,     -0.2622271963,       -5.72636381
          0,           0,         208,       -5.74526885,       -2.36109132,      -3.348742905,     -0.2699713091,      -5.727225609
          0,           0,         209,      -5.563819859,      -2.366570848,      -3.194577363,     -0.0912606439,      -5.734800625
          0,           0,         210,      -5.709923318,      -2.369941621,      -3.360924174,     -0.2388371846,      -5.737649103
          0,           0,         211,      -5.742872283,      -2.373031514,      -3.355823457,     -0.2690672697,      -5.740526763
          0,           0,         212,      -5.752463765,      -2.376231169,      -3.352062162,      -0.277116702,       -5.74149997
          0,           0,         213,      -5.570227065,       -2.38174211,      -3.198041061,    -0.09757854217,       -5.74946674
          0,           0,         214,       -5.71823373,      -2.385191962,      -3.365396494,      -0.247116479,      -5.752475164
          0,           0,         215,      -5.751066538,      -2.388329983,       -3.36023308,     -0.2772799134,      -5.755509558
          0,           0,         216,      -5.760626137,      -2.391578806,      -3.356701786,     -0.2853422074,      -5.756575549
          0,           0,         217,      -5.577217541,      -2.397142741,      -3.202543498,     -0.1046000122,      -5.764927457
          0,           0,         218,      -5.726230295,      -2.400673049,      -3.369873979,     -0.2552523813,       -5.76809808
          0,           0,         219,      -5.758886456,      -2.403866324,      -3.364289912,     -0.2852934232,      -5.771294559
          0,           0,         220,      -5.768287751,      -2.407170123,      -3.360341944,     -0.2932196641,      -5.772455713
          0,           0,         221,       -5.58397084,      -2.412793622,      -3.205746983,      -0.111421125,      -5.781191116
          0,           0,         222,       -5.73373412,      -2.416402645,      -3.372528474,     -0.2629621583,      -5.784516186
          0,           0,         223,      -5.766163447,      -2.419652379,      -3.366522469,     -0.2928159139,      -5.787861652
          0,           0,         224,      -5.775416728,      -2.423012129,      -3.362252663,     -0.3006023456,      -5.789097491
          0,           0,         225,      -5.590663677,      -2.428693387,      -3.208027422,     -0.1181760275,      -5.798177116
          0,           0,         226,      -5.741193943,      -2.432381438,       -3.37441533,     -0.2706476141,      -5.801631886
          0,           0,         227,      -5.773431339,      -2.435687345,      -3.368187908,     -0.3003421289,       -5.80510221
          0,           0,         228,      -5.782671671,      -2.439102093,      -3.363953685,     -0.3081231085,      -5.806388991
          0,           0,         229,      -5.597905719,      -2.444837578,      -3.210838811,     -0.1254849508,      -5.815779642
          0,           0,         230,      -5.749218535,      -2.448602514,      -3.377056604,     -0.2789157142,      -5.819349057
          0,           0,         231,      -5.781285851,      -2.451962596,      -3.370664189,     -0.3084685644,      -5.822932189
          0,           0,         232,      -5.790618216,      -2.455429357,      -3.366701479,     -0.3163494489,      -5.824260149
          0,           0,         233,      -5.605981644,      -2.461212868,      -3.214915726,     -0.1336381945,      -5.833948907
          0,           0,         234,      -5.758118762,      -2.465050548,      -3.381173951,     -0.2880712226,      -5.837628439
          0,           0,         235,      -5.790021892,      -2.468460536,      -3.374636658,     -0.3174826522,       -5.84132019
          0,           0,         236,      -5.799497072,      -2.471974505,      -3.371041115,     -0.3255108789,      -5.842684075
          0,           0,         237,      -5.614953485,      -2.477797515,       -3.22044811,     -0.1426902114,      -5.852658843
          0,           0,         238,      -5.767954233,      -2.481704356,       -3.38688044,     -0.2981605217,      -5.856441881
          0,           0,         239,      -5.799698004,      -2.485159232,      -3.380219253,     -0.3274325823,      -5.860234324
          0,           0,         240,      -5.809314621,      -2.488715206,      -3.376952584,     -0.3356036436,      -5.861623656
          0,           0,         241,      -5.624782403,      -2.494569931,      -3.227270389,     -0.1525974713,      -5.871863343
          0,           0,         242,      -5.778615552,      -2.498541936,      -3.393872764,     -0.3090675525,      -5.875741685
          0,           0,         243,      -5.810189068,       -2.50203663,       -3.38708095,     -0.3381893046,      -5.877108577
          0,           0,         244,      -5.630929898,      -2.507848947,       -3.23208283,     -0.1589221678,      -5.887528369
          0,           0,         245,      -5.786151398,      -2.511848331,      -3.397810608,     -0.3169087095,      -5.891464262
          0,           0,         246,       -5.81818218,      -2.515383685,       -3.39134461,     -0.3465227807,      -5.892820169
          0,           0,         247,      -5.638960316,      -2.521260901,      -3.237969086,     -0.1671459289,      -5.903410321
          0,           0,         248,      -5.793933408,      -2.525315644,      -3.403160011,     -0.3251196157,       -5.90475806
          0,           0,         249,      -5.641168406,      -2.531071112,      -3.244006621,     -0.1700076369,      -5.915442346
          0,           0,         250,      -5.796107491,      -2.535140416,      -3.403914718,     -0.3279140497,      -5.916762103
          0,           0,         251,      -5.645618909,      -2.540964392,      -3.246064012,     -0.1746609942,      -5.927557869
          0,           0,         252,      -5.800634497,      -2.545077403,      -3.405442546,     -0.3329148638,       -5.92885817
          0,           0,         253,      -5.650286431,      -2.550971027,      -3.248523227,     -0.1795714009,      -5.939769813
          0,           0,         254,      -5.804870435,      -2.555137984,      -3.407143971,     -0.3376309236,      -5.941053282
          0,           0,         255,      -5.654764162,      -2.561083572,      -3.250544798,     -0.1842396307,      -5.952080321
          0,           0,         256,      -5.809405954,      -2.565302735,      -3.408748049,      -0.342553303,      -5.953347267
          0,           0,         257,      -5.659595466,      -2.571284876,      -3.252727349,     -0.1891897813,      -5.964486072
          0,           0,         258,      -5.814650136,      -2.575554224,       -3.41100861,     -0.3480931211,      -5.965734602
          0,           0,         259,      -5.665078579,       -2.58156081,      -3.255879205,     -0.1947533397,      -5.976979658
          0,           0,         260,      -5.820685795,      -2.585879027,      -3.414506741,     -0.3543763322,      -5.978207614
          0,           0,         261,      -5.671336013,      -2.591903889,      -3.260318355,     -0.2010853568,      -5.989553015
          0,           0,         262,      -5.827492055,       -2.59626691,      -3.419335549,     -0.3614152647,      -5.990757716
          0,           0,         263,      -5.678299116,      -2.602306892,      -3.265901002,     -0.2081299096,      -6.002197388
          0,           0,         264,      -5.834946597,      -2.606708715,      -3.425256834,     -0.3691009723,      -6.003376085
          0,           0,         265,      -5.685784645,      -2.612760017,      -3.272298671,     -0.2157015272,      -6.014903711
          0,           0,         266,       -5.84287766,      -2.617195309,      -3.431946289,     -0.3772610155,      -6.016053521
          0,           0,         267,      -5.693626347,      -2.623252931,      -3.279236514,     -0.2236273611,      -6.027663632
          0,           0,         268,      -5.851137937,      -2.627718276,      -3.439150099,     -0.3857435201,      -6.028781776
          0,           0,         269,      -5.701732621,      -2.633777883,      -3.286558979,     -0.2318130543,      -6.040468801
          0,           0,         270,      -5.859627034,      -2.638271162,      -3.446704123,     -0.3944475124,      -6.041552803
          0,           0,         271,      -5.710058276,      -2.644330468,      -3.294170048,     -0.2402154865,      -6.053312193
          0,           0,         272,      -5.868272945,      -2.648849671,      -3.454483104,     -0.4033049194,      -6.054359761
          0,           0,         273,      -5.718559093,      -2.654908125,      -3.301969113,     -0.2487934435,      -6.066189586
          0,           0,         274,       -5.87701361,      -2.659450895,      -3.462367521,     -0.4122581854,      -6.067197001
          0,           0,         275,      -5.727179145,      -2.665508552,      -3.309848253,     -0.2574920166,      -6.079095712
          0,           0,         276,      -5.885797808,      -2.670072533,      -3.470257466,     -0.4212584849,      -6.080058841
          0,           0,         277,      -5.735869672,      -2.676129347,      -3.317732551,     -0.2662620204,       -6.09202211
